Date,BTCDRew,TotBTCs,TotBTCsAdj,StoF,StoFAdj,BTCPrice,ModPrice,ModPriceAdj
2009-02-07,7200.0,176150.0,176150.0,0.06702815829528158,0.06702815829528158,0.0,1.8076845091359303e-05,1.8076845091359303e-05
2009-02-08,7200.0,176150.0,176150.0,0.06702815829528158,0.06702815829528158,0.0,1.8076845091359303e-05,1.8076845091359303e-05
2009-02-09,7200.0,188900.0,188900.0,0.07187975646879756,0.07187975646879756,0.0,2.2861057676007237e-05,2.2861057676007237e-05
2009-02-10,7200.0,195450.0,195450.0,0.07437214611872146,0.07437214611872146,0.0,2.5635205777595594e-05,2.5635205777595594e-05
2009-02-11,7200.0,201350.0,201350.0,0.076617199391172,0.076617199391172,0.0,2.832920784677097e-05,2.832920784677097e-05
2009-02-12,7200.0,198150.0,198150.0,0.07539954337899543,0.07539954337899543,0.0,2.6844606256455935e-05,2.6844606256455935e-05
2009-02-13,7200.0,214600.0,214600.0,0.08165905631659057,0.08165905631659057,0.0,3.509399355199666e-05,3.509399355199666e-05
2009-02-14,7200.0,220700.0,220700.0,0.08398021308980214,0.08398021308980214,0.0,3.85596230899286e-05,3.85596230899286e-05
2009-02-15,7200.0,220200.0,220200.0,0.08378995433789954,0.08378995433789954,0.0,3.826688558650834e-05,3.826688558650834e-05
2009-02-16,7200.0,232750.0,232750.0,0.0885654490106545,0.0885654490106545,0.0,4.610057029642376e-05,4.610057029642376e-05
2009-02-17,7200.0,238950.0,238950.0,0.09092465753424657,0.09092465753424657,0.0,5.035801209828972e-05,5.035801209828972e-05
2009-02-18,7200.0,244800.0,244800.0,0.09315068493150686,0.09315068493150686,0.0,5.4621458187310884e-05,5.4621458187310884e-05
2009-02-19,7200.0,242200.0,242200.0,0.09216133942161339,0.09216133942161339,0.0,5.269653348196346e-05,5.269653348196346e-05
2009-02-20,7200.0,256700.0,256700.0,0.09767884322678844,0.09767884322678844,0.0,6.406603688751636e-05,6.406603688751636e-05
2009-02-21,7200.0,262750.0,262750.0,0.09998097412480975,0.09998097412480975,0.0,6.928201268408737e-05,6.928201268408737e-05
2009-02-22,7200.0,264200.0,264200.0,0.10053272450532724,0.10053272450532724,0.0,7.057504980973767e-05,7.057504980973767e-05
2009-02-23,7200.0,273650.0,273650.0,0.10412861491628615,0.10412861491628615,0.0,7.942069094844415e-05,7.942069094844415e-05
2009-02-24,7200.0,279000.0,279000.0,0.10616438356164383,0.10616438356164383,0.0,8.475924191103854e-05,8.475924191103854e-05
2009-02-25,7200.0,283800.0,283800.0,0.10799086757990868,0.10799086757990868,0.0,8.975911768130276e-05,8.975911768130276e-05
2009-02-26,7200.0,289950.0,289950.0,0.1103310502283105,0.1103310502283105,0.0,9.646340787390699e-05,9.646340787390699e-05
2009-02-27,7200.0,286200.0,286200.0,0.10890410958904109,0.10890410958904109,0.0,9.23351152458242e-05,9.23351152458242e-05
2009-02-28,7200.0,300350.0,300350.0,0.11428843226788432,0.11428843226788432,0.0,0.00010858899122741833,0.00010858899122741833
2009-03-01,7200.0,305550.0,305550.0,0.11626712328767123,0.11626712328767123,0.0,0.00011503590900023672,0.00011503590900023672
2009-03-02,7200.0,310850.0,310850.0,0.11828386605783867,0.11828386605783867,0.0,0.000121878715827799,0.000121878715827799
2009-03-03,7200.0,308200.0,308200.0,0.11727549467275494,0.11727549467275494,0.0,0.00011842260009199519,0.00011842260009199519
2009-03-04,7200.0,321450.0,321450.0,0.12231735159817352,0.12231735159817352,0.0,0.00013641372425701747,0.00013641372425701747
2009-03-05,7200.0,327350.0,327350.0,0.12456240487062405,0.12456240487062405,0.0,0.0001450101563431964,0.0001450101563431964
2009-03-06,7200.0,332900.0,332900.0,0.12667427701674278,0.12667427701674278,0.0,0.000153437421792374,0.000153437421792374
2009-03-07,7200.0,330550.0,330550.0,0.1257800608828006,0.1257800608828006,0.0,0.00014982828324833252,0.00014982828324833252
2009-03-08,7200.0,344150.0,344150.0,0.13095509893455098,0.13095509893455098,0.0,0.00017156530275477184,0.00017156530275477184
2009-03-09,7200.0,349400.0,349400.0,0.13295281582952817,0.13295281582952817,0.0,0.00018051857097435204,0.00018051857097435204
2009-03-10,7200.0,354800.0,354800.0,0.1350076103500761,0.1350076103500761,0.0,0.00019006487931583284,0.00019006487931583284
2009-03-11,7200.0,353000.0,353000.0,0.1343226788432268,0.1343226788432268,0.0,0.000186844341867351,0.000186844341867351
2009-03-12,7200.0,366400.0,366400.0,0.13942161339421613,0.13942161339421613,0.0,0.00021176164554723677,0.00021176164554723677
2009-03-13,7200.0,372200.0,372200.0,0.14162861491628614,0.14162861491628614,0.0,0.00022323667221119402,0.00022323667221119402
2009-03-14,7200.0,377750.0,377750.0,0.14374048706240486,0.14374048706240486,0.0,0.00023461942712649938,0.00023461942712649938
2009-03-15,7200.0,375100.0,375100.0,0.14273211567732116,0.14273211567732116,0.0,0.00022913481229310895,0.00022913481229310895
2009-03-16,7200.0,390000.0,390000.0,0.14840182648401826,0.14840182648401826,0.0,0.000261176453501732,0.000261176453501732
2009-03-17,7200.0,395500.0,395500.0,0.15049467275494674,0.15049467275494674,0.0,0.0002737594627101632,0.0002737594627101632
2009-03-18,7200.0,401600.0,401600.0,0.1528158295281583,0.1528158295281583,0.0,0.00028820651013000654,0.00028820651013000654
2009-03-19,7200.0,397150.0,397150.0,0.15112252663622527,0.15112252663622527,0.0,0.0002776158676826238,0.0002776158676826238
2009-03-20,7200.0,411350.0,411350.0,0.15652587519025876,0.15652587519025876,0.0,0.00031239752626221426,0.00031239752626221426
2009-03-21,7200.0,416100.0,416100.0,0.15833333333333333,0.15833333333333333,0.0,0.00032468428266227244,0.00032468428266227244
2009-03-22,7200.0,422700.0,422700.0,0.1608447488584475,0.1608447488584475,0.0,0.0003423144982186395,0.0003423144982186395
2009-03-23,7200.0,419500.0,419500.0,0.15962709284627094,0.15962709284627094,0.0,0.0003336847381738056,0.0003336847381738056
2009-03-24,7200.0,433750.0,433750.0,0.16504946727549466,0.16504946727549466,0.0,0.0003733203116599094,0.0003733203116599094
2009-03-25,7200.0,439400.0,439400.0,0.16719939117199392,0.16719939117199392,0.0,0.00038991210421942824,0.00038991210421942824
2009-03-26,7200.0,444900.0,444900.0,0.16929223744292238,0.16929223744292238,0.0,0.00040655436103954835,0.00040655436103954835
2009-03-27,7200.0,441600.0,441600.0,0.1680365296803653,0.1680365296803653,0.0,0.00039651041400844876,0.00039651041400844876
2009-03-28,7200.0,456450.0,456450.0,0.17368721461187214,0.17368721461187214,0.0,0.000443116713482237,0.000443116713482237
2009-03-29,7200.0,462700.0,462700.0,0.1760654490106545,0.1760654490106545,0.0,0.0004638347250501017,0.0004638347250501017
2009-03-30,7200.0,463650.0,463650.0,0.17642694063926942,0.17642694063926942,0.0,0.00046704231266389817,0.00046704231266389817
2009-03-31,7200.0,473700.0,473700.0,0.18025114155251143,0.18025114155251143,0.0,0.0005019359630236916,0.0005019359630236916
2009-04-01,7200.0,479700.0,479700.0,0.18253424657534248,0.18253424657534248,0.0,0.0005236187562347521,0.0005236187562347521
2009-04-02,7200.0,485350.0,485350.0,0.1846841704718417,0.1846841704718417,0.0,0.0005446303696952329,0.0005446303696952329
2009-04-03,7200.0,491000.0,491000.0,0.18683409436834095,0.18683409436834095,0.0,0.0005662272344248091,0.0005662272344248091
2009-04-04,7200.0,488250.0,488250.0,0.1857876712328767,0.1857876712328767,0.0,0.0005556417971353459,0.0005556417971353459
2009-04-05,7200.0,503200.0,503200.0,0.19147640791476409,0.19147640791476409,0.0,0.0006149013771509281,0.0006149013771509281
2009-04-06,7200.0,508150.0,508150.0,0.1933599695585997,0.1933599695585997,0.0,0.0006354623510862492,0.0006354623510862492
2009-04-07,7200.0,513350.0,513350.0,0.1953386605783866,0.1953386605783866,0.0,0.0006575768624448058,0.0006575768624448058
2009-04-08,7200.0,510350.0,510350.0,0.19419710806697107,0.19419710806697107,0.0,0.0006447536671073185,0.0006447536671073185
2009-04-09,7200.0,523450.0,523450.0,0.19918188736681888,0.19918188736681888,0.0,0.0007020654912861622,0.0007020654912861622
2009-04-10,7200.0,529550.0,529550.0,0.20150304414003045,0.20150304414003045,0.0,0.000729935301772941,0.000729935301772941
2009-04-11,7200.0,535300.0,535300.0,0.2036910197869102,0.2036910197869102,0.0,0.0007569090161252411,0.0007569090161252411
2009-04-12,7200.0,532500.0,532500.0,0.2026255707762557,0.2026255707762557,0.0,0.0007436881088264224,0.0007436881088264224
2009-04-13,7200.0,547400.0,547400.0,0.20829528158295282,0.20829528158295282,0.0,0.0008159453005611854,0.0008159453005611854
2009-04-14,7200.0,553000.0,553000.0,0.2104261796042618,0.2104261796042618,0.0,0.0008443322578852307,0.0008443322578852307
2009-04-15,7200.0,559150.0,559150.0,0.21276636225266363,0.21276636225266363,0.0,0.0008762986183429528,0.0008762986183429528
2009-04-16,7200.0,554650.0,554650.0,0.21105403348554033,0.21105403348554033,0.0,0.0008528267987588452,0.0008528267987588452
2009-04-17,7200.0,571000.0,571000.0,0.21727549467275495,0.21727549467275495,0.0,0.0009402736471964391,0.0009402736471964391
2009-04-18,7200.0,576950.0,576950.0,0.21953957382039574,0.21953957382039574,0.0,0.0009736014628278036,0.0009736014628278036
2009-04-19,7200.0,576750.0,576750.0,0.2194634703196347,0.2194634703196347,0.0,0.0009724679285500802,0.0009724679285500802
2009-04-20,7200.0,588950.0,588950.0,0.22410578386605784,0.22410578386605784,0.0,0.001043327014286414,0.001043327014286414
2009-04-21,7200.0,595000.0,595000.0,0.22640791476407915,0.22640791476407915,0.0,0.0010797766844999163,0.0010797766844999163
2009-04-22,7200.0,599000.0,599000.0,0.22792998477929985,0.22792998477929985,0.0,0.00110436100664922,0.00110436100664922
2009-04-23,7200.0,598900.0,598900.0,0.22789193302891933,0.22789193302891933,0.0,0.0011037416540519561,0.0011037416540519561
2009-04-24,7200.0,610750.0,610750.0,0.23240106544901065,0.23240106544901065,0.0,0.0011788491071110937,0.0011788491071110937
2009-04-25,7200.0,616200.0,616200.0,0.23447488584474885,0.23447488584474885,0.0,0.001214567993933412,0.001214567993933412
2009-04-26,7200.0,621450.0,621450.0,0.23647260273972603,0.23647260273972603,0.0,0.0012496884242886143,0.0012496884242886143
2009-04-27,7200.0,621400.0,621400.0,0.23645357686453577,0.23645357686453577,0.0,0.0012493506212091492,0.0012493506212091492
2009-04-28,7200.0,633450.0,633450.0,0.24103881278538813,0.24103881278538813,0.0,0.0013326325128065557,0.0013326325128065557
2009-04-29,7200.0,640050.0,640050.0,0.24355022831050227,0.24355022831050227,0.0,0.0013798619884606998,0.0013798619884606998
2009-04-30,7200.0,646200.0,646200.0,0.2458904109589041,0.2458904109589041,0.0,0.0014249181064378118,0.0014249181064378118
2009-05-01,7200.0,643600.0,643600.0,0.24490106544901066,0.24490106544901066,0.0,0.001405745881324533,0.001405745881324533
2009-05-02,7200.0,658050.0,658050.0,0.25039954337899545,0.25039954337899545,0.0,0.001514630935286861,0.001514630935286861
2009-05-03,7200.0,664150.0,664150.0,0.252720700152207,0.252720700152207,0.0,0.0015623246872520369,0.0015623246872520369
2009-05-04,7200.0,670750.0,670750.0,0.2552321156773212,0.2552321156773212,0.0,0.0016151052544391344,0.0016151052544391344
2009-05-05,7200.0,666300.0,666300.0,0.25353881278538815,0.25353881278538815,0.0,0.0015793831971367596,0.0015793831971367596
2009-05-06,7200.0,683650.0,683650.0,0.2601407914764079,0.2601407914764079,0.0,0.001721862904023816,0.001721862904023816
2009-05-07,7200.0,689750.0,689750.0,0.2624619482496195,0.2624619482496195,0.0,0.0017740305053114496,0.0017740305053114496
2009-05-08,7200.0,689150.0,689150.0,0.2622336377473364,0.2622336377473364,0.0,0.0017688506925211762,0.0017688506925211762
2009-05-09,7200.0,697400.0,697400.0,0.2653729071537291,0.2653729071537291,0.0,0.0018410105163958453,0.0018410105163958453
2009-05-10,7200.0,703350.0,703350.0,0.26763698630136984,0.26763698630136984,0.0,0.0018943191652668297,0.0018943191652668297
2009-05-11,7200.0,709700.0,709700.0,0.27005327245053273,0.27005327245053273,0.0,0.0019523976951230835,0.0019523976951230835
2009-05-12,7200.0,715450.0,715450.0,0.27224124809741246,0.27224124809741246,0.0,0.0020060573675185983,0.0020060573675185983
2009-05-13,7200.0,711450.0,711450.0,0.27071917808219176,0.27071917808219176,0.0,0.0019686208023654674,0.0019686208023654674
2009-05-14,7200.0,729250.0,729250.0,0.2774923896499239,0.2774923896499239,0.0,0.0021390541148251104,0.0021390541148251104
2009-05-15,7200.0,734950.0,734950.0,0.2796613394216134,0.2796613394216134,0.0,0.002195751202936681,0.002195751202936681
2009-05-16,7200.0,734200.0,734200.0,0.27937595129375953,0.27937595129375953,0.0,0.0021882314626499207,0.0021882314626499207
2009-05-17,7200.0,747400.0,747400.0,0.2843987823439878,0.2843987823439878,0.0,0.0023232467319988528,0.0023232467319988528
2009-05-18,7200.0,752400.0,752400.0,0.2863013698630137,0.2863013698630137,0.0,0.0023758819855019915,0.0023758819855019915
2009-05-19,7200.0,757600.0,757600.0,0.2882800608828006,0.2882800608828006,0.0,0.002431505333109112,0.002431505333109112
2009-05-20,7200.0,756900.0,756900.0,0.288013698630137,0.288013698630137,0.0,0.0024239648527462914,0.0024239648527462914
2009-05-21,7200.0,766200.0,766200.0,0.29155251141552513,0.29155251141552513,0.0,0.0025254952545915913,0.0025254952545915913
2009-05-22,7200.0,766550.0,766550.0,0.29168569254185694,0.29168569254185694,0.0,0.0025293735939833977,0.0025293735939833977
2009-05-23,7200.0,771350.0,771350.0,0.29351217656012174,0.29351217656012174,0.0,0.0025829852518767142,0.0025829852518767142
2009-05-24,7200.0,776950.0,776950.0,0.29564307458143074,0.29564307458143074,0.0,0.002646535106735831,0.002646535106735831
2009-05-25,7200.0,782600.0,782600.0,0.29779299847793,0.29779299847793,0.0,0.0027117572822008044,0.0027117572822008044
2009-05-26,7200.0,780000.0,780000.0,0.2968036529680365,0.2968036529680365,0.0,0.0026816049940620516,0.0026816049940620516
2009-05-27,7200.0,794000.0,794000.0,0.302130898021309,0.302130898021309,0.0,0.0028467794941703763,0.0028467794941703763
2009-05-28,7200.0,799350.0,799350.0,0.30416666666666664,0.30416666666666664,0.0,0.002911744012897881,0.002911744012897881
2009-05-29,7200.0,804500.0,804500.0,0.3061263318112633,0.3061263318112633,0.0,0.002975256847972979,0.002975256847972979
2009-05-30,7200.0,802850.0,802850.0,0.3054984779299848,0.3054984779299848,0.0,0.0029548032229324206,0.0029548032229324206
2009-05-31,7200.0,814050.0,814050.0,0.30976027397260275,0.30976027397260275,0.0,0.0030955981015722642,0.0030955981015722642
2009-06-01,7200.0,818500.0,818500.0,0.3114535768645358,0.3114535768645358,0.0,0.0031528239295210794,0.0031528239295210794
2009-06-02,7200.0,823400.0,823400.0,0.3133181126331811,0.3133181126331811,0.0,0.0032166917059296284,0.0032166917059296284
2009-06-03,7200.0,825350.0,825350.0,0.3140601217656012,0.3140601217656012,0.0,0.0032423593325353267,0.0032423593325353267
2009-06-04,7200.0,825050.0,825050.0,0.31394596651445966,0.31394596651445966,0.0,0.003238401137059673,0.003238401137059673
2009-06-05,7200.0,829400.0,829400.0,0.3156012176560122,0.3156012176560122,0.0,0.0032961281249748475,0.0032961281249748475
2009-06-06,7200.0,829600.0,829600.0,0.3156773211567732,0.3156773211567732,0.0,0.003298799487925393,0.003298799487925393
2009-06-07,7200.0,833200.0,833200.0,0.31704718417047184,0.31704718417047184,0.0,0.0033471444757757693,0.0033471444757757693
2009-06-08,7200.0,837900.0,837900.0,0.3188356164383562,0.3188356164383562,0.0,0.0034110077058504937,0.0034110077058504937
2009-06-09,7200.0,842050.0,842050.0,0.32041476407914765,0.32041476407914765,0.0,0.0034681048443007305,0.0034681048443007305
2009-06-10,7200.0,846700.0,846700.0,0.3221841704718417,0.3221841704718417,0.0,0.003532874918864937,0.003532874918864937
2009-06-11,7200.0,847500.0,847500.0,0.3224885844748858,0.3224885844748858,0.0,0.0035441031696936457,0.0035441031696936457
2009-06-12,7200.0,854950.0,854950.0,0.3253234398782344,0.3253234398782344,0.0,0.003649872962393049,0.003649872962393049
2009-06-13,7200.0,858450.0,858450.0,0.3266552511415525,0.3266552511415525,0.0,0.003700320633465647,0.003700320633465647
2009-06-14,7200.0,862550.0,862550.0,0.32821537290715375,0.32821537290715375,0.0,0.003760037011346536,0.003760037011346536
2009-06-15,7200.0,866200.0,866200.0,0.32960426179604263,0.32960426179604263,0.0,0.003813765831537766,0.003813765831537766
2009-06-16,7200.0,870050.0,870050.0,0.33106925418569255,0.33106925418569255,0.0,0.0038710206748898334,0.0038710206748898334
2009-06-17,7200.0,869850.0,869850.0,0.3309931506849315,0.3309931506849315,0.0,0.0038680316278688768,0.0038680316278688768
2009-06-18,7200.0,878450.0,878450.0,0.334265601217656,0.334265601217656,0.0,0.003998031570563443,0.003998031570563443
2009-06-19,7200.0,882650.0,882650.0,0.33586377473363777,0.33586377473363777,0.0,0.004062621724616894,0.004062621724616894
2009-06-20,7200.0,886400.0,886400.0,0.33729071537290717,0.33729071537290717,0.0,0.004120907743755988,0.004120907743755988
2009-06-21,7200.0,890400.0,890400.0,0.33881278538812787,0.33881278538812787,0.0,0.00418372421913291,0.00418372421913291
2009-06-22,7200.0,894200.0,894200.0,0.34025875190258753,0.34025875190258753,0.0,0.0042440199516293525,0.0042440199516293525
2009-06-23,7200.0,892550.0,892550.0,0.33963089802130897,0.33963089802130897,0.0,0.0042177644622906785,0.0042177644622906785
2009-06-24,7200.0,902150.0,902150.0,0.34328386605783867,0.34328386605783867,0.0,0.004372134889067392,0.004372134889067392
2009-06-25,7200.0,906600.0,906600.0,0.3449771689497717,0.3449771689497717,0.0,0.004445020233365218,0.004445020233365218
2009-06-26,7200.0,910850.0,910850.0,0.3465943683409437,0.3465943683409437,0.0,0.004515422568167624,0.004515422568167624
2009-06-27,7200.0,913400.0,913400.0,0.3475646879756469,0.3475646879756469,0.0,0.004558037827958612,0.004558037827958612
2009-06-28,7200.0,917200.0,917200.0,0.34901065449010654,0.34901065449010654,0.0,0.004622065923890768,0.004622065923890768
2009-06-29,7200.0,915850.0,915850.0,0.34849695585996954,0.34849695585996954,0.0,0.0045992472344542215,0.0045992472344542215
2009-06-30,7200.0,925700.0,925700.0,0.35224505327245054,0.35224505327245054,0.0,0.004767569435064117,0.004767569435064117
2009-07-01,7200.0,929300.0,929300.0,0.35361491628614916,0.35361491628614916,0.0,0.004830153020587422,0.004830153020587422
2009-07-02,7200.0,933450.0,933450.0,0.35519406392694064,0.35519406392694064,0.0,0.004903011393496419,0.004903011393496419
2009-07-03,7200.0,937900.0,937900.0,0.3568873668188737,0.3568873668188737,0.0,0.004981990570483187,0.004981990570483187
2009-07-04,7200.0,938150.0,938150.0,0.35698249619482497,0.35698249619482497,0.0,0.0049864539338656385,0.0049864539338656385
2009-07-05,7200.0,946450.0,946450.0,0.36014079147640793,0.36014079147640793,0.0,0.005136237893621438,0.005136237893621438
2009-07-06,7200.0,949600.0,949600.0,0.3613394216133942,0.3613394216133942,0.0,0.005193901542135362,0.005193901542135362
2009-07-07,7200.0,953550.0,953550.0,0.36284246575342466,0.36284246575342466,0.0,0.0052668506273621934,0.0052668506273621934
2009-07-08,7200.0,957600.0,957600.0,0.3643835616438356,0.3643835616438356,0.0,0.005342390659157297,0.005342390659157297
2009-07-09,7200.0,961700.0,961700.0,0.36594368340943684,0.36594368340943684,0.0,0.005419635147817775,0.005419635147817775
2009-07-10,7200.0,960450.0,960450.0,0.36546803652968035,0.36546803652968035,0.0,0.005396002438626259,0.005396002438626259
2009-07-11,7200.0,969700.0,969700.0,0.36898782343987824,0.36898782343987824,0.0,0.005572609230297819,0.005572609230297819
2009-07-12,7200.0,973500.0,973500.0,0.3704337899543379,0.3704337899543379,0.0,0.005646323440650103,0.005646323440650103
2009-07-13,7200.0,977100.0,977100.0,0.3718036529680365,0.3718036529680365,0.0,0.005716787185332695,0.005716787185332695
2009-07-14,7200.0,979400.0,979400.0,0.37267884322678846,0.37267884322678846,0.0,0.005762127657313428,0.005762127657313428
2009-07-15,7200.0,982850.0,982850.0,0.3739916286149163,0.3739916286149163,0.0,0.005830611083333451,0.005830611083333451
2009-07-16,7200.0,983550.0,983550.0,0.3742579908675799,0.3742579908675799,0.0,0.005844575702630319,0.005844575702630319
2009-07-17,7200.0,986250.0,986250.0,0.3752853881278539,0.3752853881278539,0.0,0.005898659336380936,0.005898659336380936
2009-07-18,7200.0,988850.0,988850.0,0.3762747336377473,0.3762747336377473,0.0,0.005951071179080377,0.005951071179080377
2009-07-19,7200.0,992600.0,992600.0,0.37770167427701673,0.37770167427701673,0.0,0.00602724007951006,0.00602724007951006
2009-07-20,7200.0,996300.0,996300.0,0.3791095890410959,0.3791095890410959,0.0,0.00610306195332838,0.00610306195332838
2009-07-21,7200.0,999750.0,999750.0,0.3804223744292237,0.3804223744292237,0.0,0.006174361990956833,0.006174361990956833
2009-07-22,7200.0,1003050.0,1003050.0,0.38167808219178084,0.38167808219178084,0.0,0.006243107557304632,0.006243107557304632
2009-07-23,7200.0,1006800.0,1006800.0,0.38310502283105025,0.38310502283105025,0.0,0.006321878076822797,0.006321878076822797
2009-07-24,7200.0,1006800.0,1006800.0,0.38310502283105025,0.38310502283105025,0.0,0.006321878076822797,0.006321878076822797
2009-07-25,7200.0,1010100.0,1010100.0,0.3843607305936073,0.3843607305936073,0.0,0.006391771304040021,0.006391771304040021
2009-07-26,7200.0,1013300.0,1013300.0,0.38557838660578386,0.38557838660578386,0.0,0.006460063158713597,0.006460063158713597
2009-07-27,7200.0,1015500.0,1015500.0,0.3864155251141553,0.3864155251141553,0.0,0.006507310021862229,0.006507310021862229
2009-07-28,7200.0,1017100.0,1017100.0,0.3870243531202435,0.3870243531202435,0.0,0.006541823449220743,0.006541823449220743
2009-07-29,7200.0,1017800.0,1017800.0,0.38729071537290716,0.38729071537290716,0.0,0.006556963423775317,0.006556963423775317
2009-07-30,7200.0,1018400.0,1018400.0,0.38751902587519027,0.38751902587519027,0.0,0.00656996011858929,0.00656996011858929
2009-07-31,7200.0,1019550.0,1019550.0,0.38795662100456624,0.38795662100456624,0.0,0.006594921008266217,0.006594921008266217
2009-08-01,7200.0,1021050.0,1021050.0,0.38852739726027397,0.38852739726027397,0.0,0.006627578694729681,0.006627578694729681
2009-08-02,7200.0,1021800.0,1021800.0,0.38881278538812786,0.38881278538812786,0.0,0.006643950056793693,0.006643950056793693
2009-08-03,7200.0,1024700.0,1024700.0,0.38991628614916285,0.38991628614916285,0.0,0.006707519970272361,0.006707519970272361
2009-08-04,7200.0,1029250.0,1029250.0,0.3916476407914764,0.3916476407914764,0.0,0.006808118133604233,0.006808118133604233
