Date,BTCPrice,BTCExchTrVol,BTCMyWallUsers,BTCMinRev,BTCHR,BTCCostPerTx,BTCCost%TxVol,BTCEstTxVolUSD,BTCEstTxVol,NoUnqBTCAddrs,BTCNoTxExclPopAddrs,BTCNoTxs,BTCTotTxFeesUSD,BTCTotTxFees,BTCMktCap,TotBTCs,BTCDaysDstyd,BTCDaysDstyd1y,BTCMinOpMgn
2009-02-03,0.0,0.0,2.0,0.0,6.11436316444e-06,0.0,16171.4435972,0.0,38.0,129.0,126.0,126.0,0.0,0.0,0.0,150650.0,920.0,0.0,-2147483648.0
2009-02-04,0.0,0.0,2.0,0.0,6.014942625189999e-06,0.0,0.0,0.0,0.0,119.0,121.0,119.0,0.0,0.0,0.0,156700.0,826.0,0.0,-2147483648.0
2009-02-05,0.0,0.0,2.0,0.0,6.01494262518519e-06,0.0,0.0,0.0,0.0,129.0,126.0,129.0,0.0,0.0,0.0,154150.0,0.0,0.0,-2147483648.0
2009-02-06,0.0,0.0,2.0,0.0,6.26349397333e-06,0.0,547.826086957,0.0,1150.0,131.0,130.0,130.0,0.0,0.0,0.0,169450.0,0.0,0.0,-2147483648.0
2009-02-07,0.0,0.0,2.0,0.0,6.66117613037e-06,0.0,670.0,0.0,1000.0,134.0,135.0,133.0,0.0,0.0,0.0,176150.0,10977.0,0.0,-2147483648.0
2009-02-08,0.0,0.0,2.0,0.0,6.66117613037037e-06,0.0,290.909090909,0.0,2200.0,129.0,133.0,129.0,0.0,0.0,0.0,176150.0,7863.0,0.0,-2147483648.0
2009-02-09,0.0,0.0,2.0,0.0,6.31320424296e-06,0.0,0.0,0.0,0.0,127.0,127.0,127.0,0.0,0.0,0.0,188900.0,13601.0,0.0,-2147483648.0
2009-02-10,0.0,0.0,2.0,0.0,6.512045321479999e-06,0.0,1871.21471832,0.0,350.0,120.0,132.0,120.0,0.0,0.0,0.0,195450.0,0.0,0.0,-2147483648.0
2009-02-11,0.0,0.0,2.0,0.0,6.51204532148148e-06,0.0,2950.0,0.0,200.0,119.0,135.0,119.0,0.0,0.0,0.0,201350.0,994.0,0.0,-2147483648.0
2009-02-12,0.0,0.0,2.0,0.0,6.16407343407e-06,0.0,0.0,0.0,0.0,124.0,124.0,124.0,0.0,0.0,0.0,198150.0,198.0,0.0,-2147483648.0
2009-02-13,0.0,0.0,2.0,0.0,7.00914801778e-06,0.0,0.0,0.0,0.0,141.0,141.0,124.0,0.0,0.0,0.0,214600.0,0.0,0.0,-2147483648.0
2009-02-14,0.0,0.0,2.0,0.0,7.00914801777778e-06,0.0,677.777777778,0.0,900.0,136.0,136.0,125.0,0.0,0.0,0.0,220700.0,0.0,0.0,-2147483648.0
2009-02-15,0.0,0.0,2.0,0.0,6.11436316444e-06,0.0,0.0,0.0,0.0,123.0,123.0,123.0,0.0,0.0,0.0,220200.0,3695.0,0.0,-2147483648.0
2009-02-16,0.0,0.0,2.0,0.0,5.8658118163e-06,0.0,393.333333333,0.0,1500.0,119.0,119.0,123.0,0.0,0.0,0.0,232750.0,0.0,0.0,-2147483648.0
2009-02-17,0.0,0.0,2.0,0.0,5.8658118162963e-06,0.0,0.0,0.0,0.0,117.0,117.0,124.0,0.0,0.0,0.0,238950.0,6309.0,0.0,-2147483648.0
2009-02-18,0.0,0.0,2.0,0.0,5.816101546669999e-06,0.0,0.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,0.0,244800.0,0.0,0.0,-2147483648.0
2009-02-19,0.0,0.0,2.0,0.0,6.36291451259e-06,0.0,800.0,0.0,800.0,129.0,129.0,125.0,0.0,0.0,0.0,242200.0,0.0,0.0,-2147483648.0
2009-02-20,0.0,0.0,2.0,0.0,6.36291451259259e-06,0.0,0.0,0.0,0.0,122.0,122.0,110.0,0.0,0.0,0.0,256700.0,2555.0,0.0,-2147483648.0
2009-02-21,0.0,0.0,2.0,0.0,6.014942625189999e-06,0.0,576.19047619,0.0,1050.0,125.0,125.0,125.0,0.0,0.0,0.0,262750.0,0.0,0.0,-2147483648.0
2009-02-22,0.0,0.0,2.0,0.0,5.318998850369999e-06,0.0,0.0,0.0,0.0,107.0,107.0,125.0,0.0,0.0,0.0,264200.0,1979.0,0.0,-2147483648.0
2009-02-23,0.0,0.0,2.0,0.0,5.31899885037037e-06,0.0,0.0,0.0,0.0,108.0,108.0,111.0,0.0,0.0,0.0,273650.0,0.0,0.0,-2147483648.0
2009-02-24,0.0,0.0,2.0,0.0,5.318998850369999e-06,0.0,0.0,0.0,0.0,107.0,107.0,107.0,0.0,0.0,0.0,279000.0,0.0,0.0,-2147483648.0
2009-02-25,0.0,0.0,2.0,0.0,4.77218588444e-06,0.0,0.0,0.0,0.0,96.0,96.0,105.0,0.0,0.0,0.0,283800.0,0.0,0.0,-2147483648.0
2009-02-26,0.0,0.0,2.0,0.0,4.77218588444444e-06,0.0,0.0,0.0,0.0,107.0,107.0,123.0,0.0,0.0,0.0,289950.0,0.0,0.0,-2147483648.0
2009-02-27,0.0,0.0,2.0,0.0,5.07044750222e-06,0.0,283.333333333,0.0,1800.0,103.0,103.0,103.0,0.0,0.0,0.0,286200.0,0.0,0.0,-2147483648.0
2009-02-28,0.0,0.0,2.0,0.0,5.2692885807399995e-06,0.0,1514.28571429,0.0,350.0,107.0,107.0,100.0,0.0,0.0,0.0,300350.0,9922.0,0.0,-2147483648.0
2009-03-01,0.0,0.0,2.0,0.0,5.26928858074074e-06,0.0,0.0,0.0,0.0,105.0,105.0,104.0,0.0,0.0,0.0,305550.0,1334.0,0.0,-2147483648.0
2009-03-02,0.0,0.0,2.0,0.0,5.2692885807399995e-06,0.0,1325.0,0.0,400.0,107.0,108.0,108.0,0.0,0.0,0.0,310850.0,0.0,0.0,-2147483648.0
2009-03-03,0.0,0.0,2.0,0.0,5.2692885807399995e-06,0.0,0.0,0.0,0.0,106.0,106.0,107.0,0.0,0.0,0.0,308200.0,1606.0,0.0,-2147483648.0
2009-03-04,0.0,0.0,2.0,0.0,5.26928858074074e-06,0.0,441.545241725,0.0,1200.0,106.0,106.0,108.0,0.0,0.0,0.0,321450.0,0.0,0.0,-2147483648.0
2009-03-05,0.0,0.0,2.0,0.0,5.8658118163e-06,0.0,1475.0,0.0,400.0,119.0,119.0,119.0,0.0,0.0,0.0,327350.0,5182.0,0.0,-2147483648.0
2009-03-06,0.0,0.0,2.0,0.0,5.5178399288899995e-06,0.0,0.0,0.0,0.0,111.0,111.0,117.0,0.0,0.0,0.0,332900.0,929.0,0.0,-2147483648.0
2009-03-07,0.0,0.0,2.0,0.0,5.51783992888889e-06,0.0,361.290322581,0.0,1550.0,109.0,109.0,115.0,0.0,0.0,0.0,330550.0,0.0,0.0,-2147483648.0
2009-03-08,0.0,0.0,2.0,0.0,5.617260468149999e-06,0.0,0.0,0.0,0.0,113.0,113.0,113.0,0.0,0.0,0.0,344150.0,5562.0,0.0,-2147483648.0
2009-03-09,0.0,0.0,2.0,0.0,5.21957831111e-06,0.0,0.0,0.0,0.0,105.0,105.0,108.0,0.0,0.0,0.0,349400.0,0.0,0.0,-2147483648.0
2009-03-10,0.0,0.0,2.0,0.0,5.21957831111111e-06,0.0,0.0,0.0,0.0,107.0,107.0,108.0,0.0,0.0,0.0,354800.0,0.0,0.0,-2147483648.0
2009-03-11,0.0,0.0,2.0,0.0,5.8658118163e-06,0.0,3933.33333333,0.0,150.0,119.0,119.0,119.0,0.0,0.0,0.0,353000.0,0.0,0.0,-2147483648.0
2009-03-12,0.0,0.0,2.0,0.0,5.66697073778e-06,0.0,760.0,0.0,750.0,115.0,115.0,119.0,0.0,0.0,0.0,366400.0,546.0,0.0,-2147483648.0
2009-03-13,0.0,0.0,2.0,0.0,5.66697073777778e-06,0.0,0.0,0.0,0.0,116.0,114.0,116.0,0.0,0.0,0.0,372200.0,2757.0,0.0,-2147483648.0
2009-03-14,0.0,0.0,2.0,0.0,5.5178399288899995e-06,0.0,0.0,0.0,0.0,110.0,111.0,111.0,0.0,0.0,0.0,377750.0,0.0,0.0,-2147483648.0
2009-03-15,0.0,0.0,2.0,0.0,6.46233505185e-06,0.0,270.833333333,0.0,2400.0,131.0,131.0,123.0,0.0,0.0,0.0,375100.0,0.0,0.0,-2147483648.0
2009-03-16,0.0,0.0,2.0,0.0,6.46233505185185e-06,0.0,0.0,0.0,0.0,115.0,122.0,115.0,0.0,0.0,0.0,390000.0,19202.0,0.0,-2147483648.0
2009-03-17,0.0,0.0,2.0,0.0,5.46812965926e-06,0.0,0.0,0.0,0.0,114.0,110.0,110.0,0.0,0.0,0.0,395500.0,0.0,0.0,-2147483648.0
2009-03-18,0.0,0.0,2.0,0.0,6.06465289481e-06,0.0,871.428571429,0.0,700.0,123.0,124.0,116.0,0.0,0.0,0.0,401600.0,0.0,0.0,-2147483648.0
2009-03-19,0.0,0.0,2.0,0.0,6.06465289481481e-06,0.0,983.333333333,0.0,600.0,119.0,122.0,119.0,0.0,0.0,0.0,397150.0,2772.0,0.0,-2147483648.0
2009-03-20,0.0,0.0,2.0,0.0,3.82769076148e-06,0.0,0.0,0.0,0.0,119.0,77.0,77.0,0.0,0.0,0.0,411350.0,1518.0,0.0,-2147483648.0
2009-03-21,0.0,0.0,2.0,0.0,4.722475614810001e-06,0.0,863.636363636,0.0,550.0,96.0,97.0,51.0,0.0,0.0,0.0,416100.0,0.0,0.0,-2147483648.0
2009-03-22,0.0,0.0,2.0,0.0,4.72247561481482e-06,0.0,0.0,0.0,0.0,132.0,120.0,132.0,0.0,0.0,0.0,422700.0,4032.0,0.0,-2147483648.0
2009-03-23,0.0,0.0,2.0,0.0,5.21957831111e-06,0.0,0.0,0.0,0.0,130.0,105.0,105.0,0.0,0.0,0.0,419500.0,0.0,0.0,-2147483648.0
2009-03-24,0.0,0.0,2.0,0.0,5.76639127704e-06,0.0,0.0,0.0,0.0,116.0,116.0,105.0,0.0,0.0,0.0,433750.0,0.0,0.0,-2147483648.0
2009-03-25,0.0,0.0,2.0,0.0,5.76639127703704e-06,0.0,403.571428571,0.0,1400.0,114.0,117.0,114.0,0.0,0.0,0.0,439400.0,0.0,0.0,-2147483648.0
2009-03-26,0.0,0.0,2.0,0.0,5.46812965926e-06,0.0,0.0,0.0,0.0,118.0,110.0,110.0,0.0,0.0,0.0,444900.0,5792.0,0.0,-2147483648.0
2009-03-27,0.0,0.0,2.0,0.0,5.91552208593e-06,0.0,595.0,0.0,1000.0,120.0,122.0,106.0,0.0,0.0,0.0,441600.0,0.0,0.0,-2147483648.0
2009-03-28,0.0,0.0,2.0,0.0,5.91552208592593e-06,0.0,0.0,0.0,0.0,112.0,122.0,112.0,0.0,0.0,0.0,456450.0,4738.0,0.0,-2147483648.0
2009-03-29,0.0,0.0,2.0,0.0,6.2137837036999994e-06,0.0,0.0,0.0,0.0,116.0,125.0,125.0,0.0,0.0,0.0,462700.0,0.0,0.0,-2147483648.0
2009-03-30,0.0,0.0,2.0,0.0,5.617260468149999e-06,0.0,353.125,0.0,1600.0,114.0,114.0,120.0,0.0,0.0,0.0,463650.0,0.0,0.0,-2147483648.0
2009-03-31,0.0,0.0,2.0,0.0,5.61726046814815e-06,0.0,0.0,0.0,0.0,107.0,111.0,107.0,0.0,0.0,0.0,473700.0,5369.0,0.0,-2147483648.0
2009-04-01,0.0,0.0,2.0,0.0,5.96523235556e-06,0.0,0.0,0.0,0.0,114.0,120.0,120.0,0.0,0.0,0.0,479700.0,0.0,0.0,-2147483648.0
2009-04-02,0.0,0.0,2.0,0.0,5.617260468149999e-06,0.0,0.0,0.0,0.0,113.0,113.0,115.0,0.0,0.0,0.0,485350.0,0.0,0.0,-2147483648.0
2009-04-03,0.0,0.0,2.0,0.0,5.61726046814815e-06,0.0,0.0,0.0,0.0,113.0,116.0,113.0,0.0,0.0,0.0,491000.0,0.0,0.0,-2147483648.0
2009-04-04,0.0,0.0,2.0,0.0,6.41262478222e-06,0.0,0.0,0.0,0.0,113.0,129.0,129.0,0.0,0.0,0.0,488250.0,0.0,0.0,-2147483648.0
2009-04-05,0.0,0.0,2.0,0.0,5.71668100741e-06,0.0,676.470588235,0.0,850.0,116.0,117.0,132.0,0.0,0.0,0.0,503200.0,0.0,0.0,-2147483648.0
2009-04-06,0.0,0.0,2.0,0.0,5.71668100740741e-06,0.0,0.0,0.0,0.0,99.0,109.0,99.0,0.0,0.0,0.0,508150.0,3391.0,0.0,-2147483648.0
2009-04-07,0.0,0.0,2.0,0.0,5.16986804148e-06,0.0,0.0,0.0,0.0,100.0,104.0,104.0,0.0,0.0,0.0,513350.0,0.0,0.0,-2147483648.0
2009-04-08,0.0,0.0,2.0,0.0,4.921316693329999e-06,0.0,0.0,0.0,0.0,99.0,99.0,105.0,0.0,0.0,0.0,510350.0,0.0,0.0,-2147483648.0
2009-04-09,0.0,0.0,2.0,0.0,4.92131669333333e-06,0.0,0.0,0.0,0.0,103.0,99.0,103.0,0.0,0.0,0.0,523450.0,0.0,0.0,-2147483648.0
2009-04-10,0.0,0.0,2.0,0.0,6.06465289481e-06,0.0,1742.85714286,0.0,350.0,108.0,123.0,123.0,0.0,0.0,0.0,529550.0,0.0,0.0,-2147483648.0
2009-04-11,0.0,0.0,2.0,0.0,5.71668100741e-06,0.0,0.0,0.0,0.0,115.0,115.0,121.0,0.0,0.0,0.0,535300.0,954.0,0.0,-2147483648.0
2009-04-12,0.0,0.0,2.0,0.0,5.71668100740741e-06,0.0,598.958333333,0.0,960.0,119.0,120.0,118.0,0.0,0.0,0.0,532500.0,0.0,0.0,-2147483648.0
2009-04-13,0.0,0.0,2.0,0.0,6.31320424296e-06,0.0,0.0,0.0,0.0,117.0,127.0,127.0,0.0,0.0,0.0,547400.0,3869.0,0.0,-2147483648.0
2009-04-14,0.0,0.0,2.0,0.0,5.56755019852e-06,0.0,0.0,0.0,0.0,112.0,112.0,124.0,0.0,0.0,0.0,553000.0,0.0,0.0,-2147483648.0
2009-04-15,0.0,0.0,2.0,0.0,5.56755019851852e-06,0.0,0.0,0.0,0.0,123.0,113.0,123.0,0.0,0.0,0.0,559150.0,0.0,0.0,-2147483648.0
2009-04-16,0.0,0.0,2.0,0.0,5.71668100741e-06,0.0,0.0,0.0,0.0,123.0,115.0,115.0,0.0,0.0,0.0,554650.0,0.0,0.0,-2147483648.0
2009-04-17,0.0,0.0,2.0,0.0,6.06465289481e-06,0.0,5303.42549122,0.0,115.0,125.0,125.0,112.0,0.0,0.0,0.0,571000.0,0.0,0.0,-2147483648.0
2009-04-18,0.0,0.0,2.0,0.0,6.06465289481481e-06,0.0,1322.22222222,0.0,450.0,121.0,130.0,121.0,0.0,0.0,0.0,576950.0,2815.0,0.0,-2147483648.0
2009-04-19,0.0,0.0,2.0,0.0,5.816101546669999e-06,0.0,260.0,0.0,2250.0,120.0,118.0,118.0,0.0,0.0,0.0,576750.0,2822.0,0.0,-2147483648.0
2009-04-20,0.0,0.0,2.0,0.0,6.11436316444e-06,0.0,175.713783675,0.0,3500.0,126.0,125.0,121.0,0.0,0.0,0.0,588950.0,52981.0,0.0,-2147483648.0
2009-04-21,0.0,0.0,2.0,0.0,6.11436316444444e-06,0.0,0.0,0.0,0.0,121.0,124.0,121.0,0.0,0.0,0.0,595000.0,49490.0,0.0,-2147483648.0
2009-04-22,0.0,0.0,2.0,0.0,3.97682157037e-06,0.0,0.0,0.0,0.0,121.0,80.0,80.0,0.0,0.0,0.0,599000.0,0.0,0.0,-2147483648.0
2009-04-23,0.0,0.0,2.0,0.0,5.617260468149999e-06,0.0,0.0,0.0,0.0,113.0,113.0,75.0,0.0,0.0,0.0,598900.0,0.0,0.0,-2147483648.0
2009-04-24,0.0,0.0,2.0,0.0,5.61726046814815e-06,0.0,0.0,0.0,0.0,122.0,115.0,122.0,0.0,0.0,0.0,610750.0,0.0,0.0,-2147483648.0
2009-04-25,0.0,0.0,2.0,0.0,5.41841938963e-06,0.0,726.666666667,0.0,750.0,118.0,111.0,111.0,0.0,0.0,0.0,616200.0,0.0,0.0,-2147483648.0
2009-04-26,0.0,0.0,2.0,0.0,5.21957831111e-06,0.0,0.0,0.0,0.0,105.0,105.0,114.0,0.0,0.0,0.0,621450.0,3157.0,0.0,-2147483648.0
2009-04-27,0.0,0.0,2.0,0.0,5.21957831111111e-06,0.0,0.0,0.0,0.0,117.0,104.0,117.0,0.0,0.0,0.0,621400.0,0.0,0.0,-2147483648.0
2009-04-28,0.0,0.0,2.0,0.0,6.11436316444e-06,0.0,0.0,0.0,0.0,117.0,123.0,123.0,0.0,0.0,0.0,633450.0,0.0,0.0,-2147483648.0
2009-04-29,0.0,0.0,2.0,0.0,6.56175559111e-06,0.0,660.0,0.0,1000.0,133.0,133.0,129.0,0.0,0.0,0.0,640050.0,0.0,0.0,-2147483648.0
2009-04-30,0.0,0.0,2.0,0.0,6.56175559111111e-06,0.0,0.0,0.0,0.0,123.0,131.0,123.0,0.0,0.0,0.0,646200.0,5289.0,0.0,-2147483648.0
2009-05-01,0.0,0.0,2.0,0.0,6.11436316444e-06,0.0,20500000.0,0.0,0.0,121.0,124.0,124.0,0.0,0.03,0.0,643600.0,0.0,0.0,-2147483648.0
2009-05-02,0.0,0.0,2.0,0.0,5.66697073778e-06,0.0,816.034359341,0.0,699.0,116.0,115.0,128.0,0.0,0.03,0.0,658050.0,461.0,0.0,-2147483648.0
2009-05-03,0.0,0.0,2.0,0.0,5.66697073777778e-06,0.0,12200.0,0.0,50.0,126.0,109.0,125.0,0.0,0.0,0.0,664150.0,4408.0,0.0,-2147483648.0
2009-05-04,0.0,0.0,2.0,0.0,6.56175559111e-06,0.0,440.0,0.0,1500.0,129.0,133.0,133.0,0.0,0.0,0.0,670750.0,82.0,0.0,-2147483648.0
2009-05-05,0.0,0.0,2.0,0.0,6.81030693926e-06,0.0,1370.0,0.0,500.0,138.0,138.0,136.0,0.0,0.0,0.0,666300.0,5511.0,0.0,-2147483648.0
2009-05-06,0.0,0.0,2.0,0.0,6.81030693925926e-06,0.0,0.0,0.0,0.0,121.0,135.0,121.0,0.0,0.0,0.0,683650.0,1261.0,0.0,-2147483648.0
2009-05-07,0.0,0.0,2.0,0.0,6.06465289481e-06,0.0,0.0,0.0,0.0,122.0,122.0,122.0,0.0,0.0,0.0,689750.0,0.0,0.0,-2147483648.0
2009-05-08,0.0,0.0,2.0,0.0,4.5236345363000005e-06,0.0,0.0,0.0,0.0,91.0,91.0,108.0,0.0,0.0,0.0,689150.0,0.0,0.0,-2147483648.0
2009-05-09,0.0,0.0,2.0,0.0,4.5236345362963e-06,0.0,0.0,0.0,0.0,62.0,77.0,62.0,0.0,0.0,0.0,697400.0,0.0,0.0,-2147483648.0
2009-05-10,0.0,0.0,2.0,0.0,5.91552208593e-06,0.0,11900.0,0.0,50.0,85.0,120.0,120.0,0.0,0.1,0.0,703350.0,0.0,0.0,-2147483648.0
2009-05-11,0.0,0.0,2.0,0.0,6.31320424296e-06,0.0,0.0,0.0,0.0,127.0,127.0,121.0,0.0,0.1,0.0,709700.0,190.0,0.0,-2147483648.0
2009-05-12,0.0,0.0,2.0,0.0,6.31320424296296e-06,0.0,11274.5098039,0.0,51.0,118.0,130.0,117.0,0.0,0.0,0.0,715450.0,0.0,0.0,-2147483648.0
2009-05-13,0.0,0.0,2.0,0.0,6.61146586074e-06,0.0,6582.85488022,0.0,101.0,116.0,137.0,137.0,0.0,0.0,0.0,711450.0,452.0,0.0,-2147483648.0
2009-05-14,0.0,0.0,2.0,0.0,7.10856855704e-06,0.0,14300.0,0.0,50.0,146.0,145.0,142.0,0.0,0.0,0.0,729250.0,394.0,0.0,-2147483648.0
2009-05-15,0.0,0.0,2.0,0.0,7.10856855703704e-06,0.0,1140.0,0.0,500.0,115.0,137.0,115.0,0.0,0.0,0.0,734950.0,62.0,0.0,-2147483648.0
2009-05-16,0.0,0.0,2.0,0.0,6.2137837036999994e-06,0.0,0.0,0.0,0.0,119.0,125.0,125.0,0.0,0.0,0.0,734200.0,4027.0,0.0,-2147483648.0
2009-05-17,0.0,0.0,2.0,0.0,6.16407343407e-06,0.0,0.0,0.0,0.0,124.0,124.0,127.0,0.0,0.0,0.0,747400.0,0.0,0.0,-2147483648.0
2009-05-18,0.0,0.0,2.0,0.0,6.16407343407407e-06,0.0,0.0,0.0,0.0,100.0,118.0,100.0,0.0,0.0,0.0,752400.0,0.0,0.0,-2147483648.0
2009-05-19,0.0,0.0,2.0,0.0,5.16986804148e-06,0.0,0.0,0.0,0.0,86.0,104.0,104.0,0.0,0.0,0.0,757600.0,0.0,0.0,-2147483648.0
2009-05-20,0.0,0.0,2.0,0.0,4.42421399704e-06,0.0,0.0,0.0,0.0,89.0,89.0,120.0,0.0,0.0,0.0,756900.0,0.0,0.0,-2147483648.0
2009-05-21,0.0,0.0,2.0,0.0,4.42421399703704e-06,0.0,0.0,0.0,0.0,83.0,82.0,83.0,0.0,0.0,0.0,766200.0,0.0,0.0,-2147483648.0
2009-05-22,0.0,0.0,2.0,0.0,3.47971887407e-07,0.0,0.0,0.0,0.0,62.0,7.0,7.0,0.0,0.0,0.0,766550.0,0.0,0.0,-2147483648.0
2009-05-23,0.0,0.0,2.0,0.0,4.77218588444e-06,0.0,0.0,0.0,0.0,96.0,96.0,31.0,0.0,0.0,0.0,771350.0,0.0,0.0,-2147483648.0
